"DateAndTime","BLOCK_1_INV_1","BLOCK_1_INV_2","BLOCK_2_INV_1","BLOCK_2_INV_2","BLOCK_3_INV_1","BLOCK_3_INV_2","BLOCK_4_INV_1","BLOCK_4_INV_2","BLOCK_5_INV_1","BLOCK_5_INV_2","BLOCK_6_INV_1","BLOCK_6_INV_2","BLOCK_7_INV_1","BLOCK_7_INV_2","BLOCK_8_INV_1","BLOCK_8_INV_2","BLOCK_9_INV_1","BLOCK_9_INV_2","BLOCK_10_INV_1","BLOCK_10_INV_2","Block1_MFM_Exp","Block2_MFM_Exp","Block3_MFM_Exp","Block4_MFM_Exp","Block5_MFM_Exp","Block6_MFM_Exp","Block7_MFM_Exp","Block8_MFM_Exp","Block9_MFM_Exp","Block10_MFM_Exp","Irr_Hz","Irr_Tilt","Irr_Tracker1","Irr_Tracker2","Sesional_PR","Tracker_PR","Total_PR","CUF","Sesional_Gen","Tracker_Gen","Inv","OG_11KV","OG_132KV_T","OG_132KV_A","Loss","Plant_Start_Tm","Plant_Stop_Tm","Plant_UP_Tm","Plant_Dwn_Tm","BLOCK_1_INV_1_Tm","BLOCK_1_INV_2_Tm","BLOCK_2_INV_1_Tm","BLOCK_2_INV_2_Tm","BLOCK_3_INV_1_Tm","BLOCK_3_INV_2_Tm","BLOCK_4_INV_1_Tm","BLOCK_4_INV_2_Tm","BLOCK_5_INV_1_Tm","BLOCK_5_INV_2_Tm","BLOCK_6_INV_1_Tm","BLOCK_6_INV_2_Tm","BLOCK_7_INV_1_Tm","BLOCK_7_INV_2_Tm","BLOCK_8_INV_1_Tm","BLOCK_8_INV_2_Tm","BLOCK_9_INV_1_Tm","BLOCK_9_INV_2_Tm","BLOCK_10_INV_1_Tm","BLOCK_10_INV_2_Tm"
2019-06-19 23:51:04,18668.70,18222.50,19343.30,16333.30,18538.00,17798.90,18216.80,17678.90,19296.40,19096.10,14429.00,14294.10,13800.60,14515.30,13283.80,13824.60,13053.90,13520.60,16383.70,16774.10,36.84,35.61,36.23,35.84,38.27,28.65,28.18,27.04,26.49,33.04,6.06,5.62,7.39,6.05,76.96,99.44,87.14,20.18,166.52,159.74,327.07,326.83,321.94,322.50,19.15,"5:55","19:11","12:47","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-06-20 23:51:05,13906.90,13383.30,13926.60,12943.60,12709.90,12456.60,12900.30,12717.10,13514.30,13540.90,11561.70,11478.20,11505.80,11908.90,11090.40,11562.70,11033.80,11405.10,12894.40,13217.90,27.26,26.85,25.11,25.60,26.99,23.00,23.32,22.60,22.38,26.03,4.97,4.68,5.01,5.01,75.35,85.23,79.91,15.41,118.88,130.27,249.66,249.62,245.84,246.26,24.70,"6:0","19:13","12:54","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-06-21 23:51:07,20610.00,19693.00,20903.90,16961.20,19444.70,18475.10,18999.40,18382.00,20470.70,20355.40,15017.50,14602.50,14804.80,15459.80,14052.80,14498.30,14133.00,14458.60,16720.10,17127.00,40.22,37.78,37.80,37.32,40.67,29.54,30.12,28.48,28.51,33.72,6.61,5.98,7.75,6.45,75.68,99.17,86.32,21.29,176.91,167.34,345.17,344.86,339.66,340.24,21.72,"6:4","19:9","12:35","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-06-22 23:51:08,6157.30,5864.20,6270.50,6531.50,6145.10,5765.30,5681.10,5836.60,6123.10,6027.50,6446.10,6695.90,5487.40,6051.60,5119.50,6256.30,3001.20,5182.90,6511.80,6033.60,12.02,12.81,11.90,11.54,12.13,13.15,11.53,11.38,8.16,12.53,2.19,2.08,2.03,2.19,82.24,86.77,84.38,7.24,53.86,63.28,117.19,117.31,115.49,115.63,19.70,"6:19","18:58","12:10","0:0","0:0","0:0","0:0","0:0","0:0","0:0","1:0","0:50","0:0","0:0","0:9","0:0","1:0","1:17","2:55","1:29","6:16","2:7","0:0","1:51"
2019-06-23 23:51:10,11841.10,11436.60,11875.40,11639.20,11670.70,10882.70,10924.10,11287.60,11936.70,11740.20,11262.50,11697.00,10948.20,11429.90,11167.00,11716.30,56.30,11085.60,11941.70,12240.00,23.29,23.54,22.55,22.24,23.66,22.95,22.33,22.87,11.10,24.15,4.02,3.84,4.09,4.00,81.06,90.50,85.46,13.53,103.61,115.02,218.78,219.10,215.87,216.13,18.50,"6:12","19:2","12:28","0:0","0:0","0:0","0:12","0:0","0:17","0:28","0:40","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","12:16","0:0","0:0","0:0"
2019-06-24 23:51:10,11247.00,10850.50,10532.30,10763.40,11689.10,11317.60,11671.70,9943.60,11308.70,11028.20,11228.00,11855.60,11179.40,11585.80,11270.90,11697.20,56.30,11179.40,10560.50,11375.20,22.07,21.28,22.95,21.59,22.27,23.01,22.64,22.88,11.11,21.86,3.89,3.72,4.23,4.13,81.76,89.74,85.49,13.09,99.41,112.26,212.34,212.10,208.88,209.25,18.26,"6:9","19:5","12:46","0:0","0:0","0:0","0:20","0:0","0:0","0:0","0:0","0:31","0:0","0:0","0:53","0:0","0:19","0:0","0:0","0:2","12:46","0:0","0:31","0:0"
2019-06-25 23:51:12,19174.70,18458.90,19348.50,16787.90,17384.40,16601.60,17077.80,16043.40,18744.10,18808.30,15530.10,16159.10,15141.10,15217.30,15228.80,15944.50,3880.00,13202.10,16896.60,16793.10,37.54,36.04,33.88,33.08,37.39,31.57,30.17,31.04,17.00,33.52,6.36,5.95,6.57,5.89,72.81,90.91,81.03,19.87,161.25,160.09,322.42,321.89,317.06,317.49,24.06,"5:55","19:3","12:50","0:0","0:0","0:0","0:0","0:8","1:4","0:19","0:57","0:46","0:0","0:0","0:0","0:0","0:16","1:25","0:0","0:15","6:30","1:3","0:0","1:5"
2019-06-26 23:51:14,22155.90,20970.80,22445.00,18200.80,21113.90,20934.80,21405.40,20840.60,22246.50,21948.70,18665.80,19416.40,18258.80,18287.90,18362.30,19278.50,8873.20,18550.60,18672.40,18644.60,43.05,40.55,41.89,42.17,44.02,37.92,36.30,37.47,27.32,37.17,6.92,6.34,8.48,6.95,82.94,102.37,91.79,24.00,193.57,194.39,389.27,388.72,382.91,383.50,15.77,"5:58","18:59","12:45","0:0","0:0","0:0","0:0","0:35","0:10","0:47","0:18","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:56","0:0","0:0","0:0"
2019-06-27 23:51:53,20516.30,19280.90,19556.10,15409.60,19476.30,19127.10,19201.90,18360.20,20069.60,19586.80,15988.50,16376.80,15902.80,16461.20,15767.20,16309.50,7653.40,15885.00,16170.10,16459.30,39.74,34.94,38.48,37.52,39.53,32.28,32.20,31.98,23.48,32.53,6.06,5.55,7.51,5.97,81.91,105.73,92.73,21.20,174.83,167.88,343.56,343.39,338.35,338.75,15.02,"6:3","19:3","12:39","0:0","0:0","0:0","0:48","1:2","1:5","0:0","0:53","0:49","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-06-28 23:51:17,12580.70,12026.70,12643.90,11137.80,12643.90,11792.90,11683.90,11315.80,12674.60,12488.10,11215.30,11636.00,11258.30,11563.10,11238.20,11873.90,5531.40,11264.70,11413.70,11685.90,24.60,23.79,24.40,23.02,25.11,22.84,22.75,23.08,16.76,23.07,3.95,3.82,4.49,4.05,84.86,96.52,90.25,14.19,109.78,119.63,229.67,229.89,226.51,226.86,12.91,"6:4","18:57","12:40","0:0","0:0","0:0","0:16","0:12","0:5","0:0","0:30","0:21","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-06-29 23:52:56,7835.50,7448.40,7861.60,8062.60,8036.00,7568.10,7767.70,7545.70,7934.80,7748.80,8622.10,8949.70,8728.40,8907.60,8706.00,9198.80,4425.30,8895.20,8315.00,8147.70,15.28,15.94,15.59,15.33,15.65,17.56,17.58,17.88,13.28,16.43,2.78,2.61,2.72,2.99,94.03,89.48,92.19,9.93,69.71,90.80,160.71,160.86,158.45,158.64,13.35,"5:57","18:57","12:32","0:0","0:0","0:1","0:21","0:16","0:1","0:1","0:14","0:1","0:1","0:9","0:0","0:1","0:0","0:1","0:1","0:1","0:1","0:1","0:1","0:33"
2019-07-01 23:50:21,8805.20,8519.70,8899.80,9186.60,8985.00,8445.60,8357.60,8106.70,8990.50,8748.70,9339.90,9782.10,9543.20,9781.50,9532.30,10079.10,4790.50,9641.90,9562.10,9752.70,17.33,18.10,17.42,16.49,17.71,19.12,19.27,19.59,14.40,19.29,3.19,3.03,3.10,3.37,90.01,86.13,88.48,11.06,77.85,100.84,178.85,179.10,176.45,176.62,16.12,"6:19","19:0","12:15","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:12","0:0","0:0","0:8","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-07-02 23:50:21,12967.40,12399.10,13164.10,12418.70,13339.60,12771.30,12746.10,12209.60,13293.00,12927.00,12516.20,13029.60,12552.80,12861.30,12539.10,13249.00,6257.10,12661.60,12475.90,12732.60,25.34,25.57,26.04,24.94,26.14,25.48,25.28,25.70,18.86,25.13,4.47,4.22,4.76,4.54,85.31,92.01,88.49,15.37,115.63,132.88,249.11,249.04,245.34,245.76,16.49,"6:3","18:45","11:53","0:0","0:0","0:0","0:19","0:14","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-07-04 23:51:06,17509.00,17078.70,17528.70,14976.70,17411.50,16529.40,16595.00,15787.50,17788.70,17498.10,14374.90,14877.10,14059.40,14520.50,13963.50,14706.10,6943.60,14012.60,15688.90,15939.20,34.55,32.48,33.85,32.37,35.17,29.20,28.47,28.61,20.91,31.54,5.33,5.01,6.28,5.10,83.11,102.85,92.12,19.00,153.46,153.71,307.79,307.82,303.31,303.62,13.47,"5:58","19:4","12:44","0:0","0:0","0:0","0:23","0:16","0:6","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-07-06 23:50:27,9916.70,9390.00,10013.20,9838.30,10174.70,9787.70,10069.70,9752.20,9991.30,9738.30,10156.70,10545.30,10171.50,10456.80,10126.90,10702.90,5038.30,10204.00,9896.40,10102.80,19.33,19.88,19.97,19.87,19.73,20.71,20.59,20.83,15.23,19.99,3.40,3.23,3.55,3.59,89.75,92.26,91.08,12.13,88.91,107.19,196.07,196.56,193.66,193.87,13.69,"6:13","19:1","12:30","0:0","0:0","0:0","0:0","0:6","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-07-07 23:50:28,7634.20,7338.40,7602.00,7933.80,7617.30,7213.90,7374.20,7064.90,7633.10,7454.00,7879.30,8162.10,7822.60,8028.70,7774.50,8205.00,3854.80,7808.80,7973.70,8097.70,14.99,15.56,14.85,14.48,15.08,16.06,15.84,16.00,11.65,16.07,2.65,2.53,2.55,2.66,89.37,88.81,89.31,9.31,66.99,83.55,150.47,150.88,148.62,148.88,14.95,"6:13","19:8","12:17","0:0","0:0","0:0","0:0","0:8","0:0","0:0","0:0","0:35","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:20","0:0","0:0","0:0","0:18"
2019-07-08 23:50:29,15508.60,14694.40,16015.50,14368.30,16201.30,15595.60,15987.00,15348.70,16062.70,15660.00,14886.40,15380.90,14921.40,15226.30,14888.00,15609.10,7584.60,15029.70,13717.50,13398.20,30.20,30.37,31.73,31.32,31.64,30.18,29.97,30.38,22.55,27.05,5.08,4.66,5.85,5.48,89.68,101.37,95.09,18.27,140.90,154.50,296.09,296.02,291.66,291.98,12.75,"6:4","19:2","12:29","0:0","0:0","0:0","0:0","0:0","0:27","0:0","0:0","0:29","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:32"
2019-07-09 23:50:30,15744.10,14891.30,15782.50,15030.20,15336.50,14904.00,15187.40,14168.90,15571.20,15283.80,14800.90,15229.80,14590.60,14938.00,14503.80,15241.30,9934.40,14439.70,14952.70,15193.20,30.61,30.78,30.17,29.34,30.76,29.95,29.37,29.65,24.30,30.06,5.46,5.24,5.55,5.26,81.79,87.50,84.49,18.25,136.67,158.35,295.72,295.58,291.23,291.52,18.83,"6:5","19:7","12:39","0:0","0:0","0:0","0:0","0:32","0:21","0:0","0:0","0:10","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-07-10 23:50:31,15769.90,15159.30,15681.40,13778.70,15591.90,14961.70,15458.40,14839.30,15607.70,15284.40,13884.80,14343.70,13745.60,14020.60,13697.90,14433.30,9784.20,13777.10,14144.80,14394.80,30.91,29.45,30.49,30.29,30.82,28.17,27.64,28.05,23.50,28.47,5.07,4.82,5.74,5.04,83.96,96.11,89.56,17.80,138.19,149.62,288.36,288.38,284.16,284.62,14.77,"6:3","18:49","12:2","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-07-11 23:50:53,11046.20,10664.20,11103.50,11104.10,11093.50,10506.80,10676.80,10404.10,11114.20,10601.70,10962.80,11412.60,10945.80,11147.80,10934.50,11580.10,7848.20,10955.30,11256.20,11461.20,21.71,22.22,21.58,21.10,21.68,22.35,22.02,22.48,18.77,22.68,3.84,3.68,3.85,3.86,87.77,88.54,88.29,13.40,97.17,119.39,216.82,217.01,213.82,214.00,15.38,"6:7","18:57","11:25","0:0","0:0","0:0","0:6","0:17","0:5","0:0","0:0","0:0","0:0","0:11","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-07-12 23:50:55,16916.20,16393.80,17093.80,15174.70,16895.10,16011.10,16233.00,15657.30,17118.70,16660.70,14556.70,15135.40,14489.30,14783.40,14486.50,15329.60,10387.40,14583.80,15534.70,15768.00,33.29,32.24,32.83,31.88,33.68,29.63,29.13,29.72,24.90,31.21,5.45,5.20,6.17,5.31,83.15,95.97,89.05,19.08,148.77,159.77,309.21,309.15,304.64,305.01,15.02,"6:5","18:57","12:19","0:0","0:0","0:0","0:16","0:16","0:35","0:0","0:0","0:10","0:0","0:25","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-07-13 23:50:56,18697.70,17900.90,18734.70,15284.10,18593.70,17722.60,18242.10,17623.30,18648.00,18142.80,15300.80,15805.30,15392.40,15698.50,15353.80,16154.20,11233.80,15592.60,15801.40,16098.80,36.58,34.01,36.24,35.85,36.70,31.05,30.95,31.42,26.76,31.83,5.59,5.30,6.83,5.62,85.46,103.90,93.87,20.50,164.11,167.30,332.02,332.06,327.22,327.62,11.06,"6:3","19:7","12:47","0:0","0:0","0:0","0:8","0:17","0:0","0:0","0:0","0:0","0:0","0:13","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-07-14 23:50:57,19175.30,18612.70,19385.40,16561.90,19235.30,18321.40,18449.00,18298.90,19417.90,18834.70,16129.00,16666.50,16060.50,16412.90,16020.30,16869.00,11605.60,16277.90,17545.80,17740.90,37.73,35.89,37.43,36.69,38.11,32.68,32.28,32.75,27.78,35.13,6.06,5.68,7.05,5.93,84.42,100.01,91.56,21.43,169.35,177.19,347.62,347.20,342.05,342.50,14.02,"6:1","19:11","12:59","0:0","0:0","0:0","0:0","0:20","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:13"
2019-07-15 23:50:58,21887.30,20899.90,22120.00,18104.00,21889.20,20934.50,20993.90,20849.50,22103.40,21702.60,17749.70,18374.40,17818.90,18296.40,17727.60,18584.70,12470.80,17657.00,17870.40,18123.50,42.71,40.13,42.66,41.75,43.62,35.97,35.86,36.12,30.00,35.85,6.58,6.16,8.00,6.63,84.37,105.09,93.79,23.80,192.86,191.91,386.16,385.47,379.73,380.13,12.04,"6:4","19:5","12:40","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-07-16 23:50:59,18297.00,17575.80,18445.30,15743.20,18713.40,18179.10,18370.80,18048.80,18396.90,18044.90,15603.90,16020.00,15196.00,15622.80,15122.70,15812.10,10478.10,14867.30,16032.20,16302.10,35.82,34.12,36.75,36.34,36.30,31.49,30.62,30.80,25.25,32.20,5.78,5.51,7.03,5.70,81.56,99.60,89.77,20.39,163.65,166.11,330.87,330.35,325.46,325.86,14.27,"6:3","19:0","12:19","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-07-17 23:51:00,21409.00,20590.30,21615.30,17195.20,21981.00,21001.80,21266.60,21584.30,21633.40,21282.50,17493.50,18120.80,17313.90,17711.70,17265.00,18117.90,12189.70,17247.80,17417.40,17659.70,41.92,38.74,42.83,42.75,42.74,35.49,34.82,35.24,29.34,34.94,6.36,6.04,8.21,6.58,83.82,106.58,94.15,23.43,191.86,187.02,380.10,379.57,373.94,374.51,10.44,"6:2","19:10","12:43","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-07-18 23:51:01,21838.90,20668.20,22375.00,17933.80,22268.20,21245.60,22030.40,21501.00,22362.10,21762.10,18154.60,18525.90,17688.10,18199.80,17537.30,18444.50,12684.70,17659.50,18118.80,18497.20,42.42,40.23,43.34,43.41,43.95,36.53,35.65,35.82,30.22,36.46,6.72,6.37,8.17,6.69,81.83,102.95,91.41,24.00,195.49,192.61,389.50,388.77,382.99,383.52,13.13,"6:2","19:14","12:48","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-07-19 23:51:02,15620.20,14723.80,15874.80,14632.30,15549.40,14965.70,15476.00,15558.20,15528.30,15361.10,14939.30,15452.40,15227.90,15553.40,15116.30,15872.80,11233.10,15491.20,14450.60,14677.20,30.29,30.45,30.41,30.96,30.78,30.26,30.56,30.83,26.60,29.01,5.50,5.30,5.68,5.80,82.69,87.57,85.01,18.56,138.31,161.89,301.30,300.72,296.18,296.48,17.87,"6:9","18:52","11:16","0:0","0:0","0:0","0:0","0:11","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:2"
2019-07-20 23:51:03,8545.30,8145.30,8694.20,8111.70,8572.50,8076.20,8306.20,8238.30,8653.50,8435.00,7993.60,8230.30,7977.50,8222.40,7944.40,8185.00,5741.40,7994.30,8095.10,8269.30,16.71,16.83,16.66,16.58,17.06,16.24,16.18,16.14,13.73,16.36,2.65,2.39,2.80,2.67,98.11,106.10,101.90,10.05,75.70,86.76,162.43,162.82,160.40,160.64,8.29,"6:49","19:3","11:54","0:0","0:0","0:0","0:16","0:0","0:0","0:0","0:0","0:0","0:0","0:18","0:0","0:0","0:0","0:0","0:0","0:12","0:0","0:0","0:0","0:0"
2019-07-21 23:51:03,20659.50,19807.50,22395.00,17555.20,20649.30,19080.80,19626.10,18779.00,22778.40,22589.10,15724.80,15830.60,15497.60,16086.70,15342.50,16136.10,11482.10,15707.40,17034.80,17780.10,40.40,39.85,39.59,38.33,45.15,31.46,31.40,31.36,27.09,34.68,6.20,5.89,7.27,5.78,79.80,105.94,91.63,22.22,185.86,173.54,360.54,360.03,354.78,355.23,12.84,"6:1","19:6","12:41","0:0","0:0","0:0","0:11","0:0","0:0","0:0","0:0","0:19","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-07-22 23:51:05,11214.50,10635.70,11992.90,11284.20,12007.50,11509.80,11663.10,11745.60,11979.10,11734.90,11327.10,11725.90,11280.30,11514.50,11306.00,11921.50,8193.80,11349.50,10791.50,11086.60,21.88,23.31,23.52,23.44,23.70,23.05,22.74,23.21,19.52,21.86,3.81,3.44,4.17,4.07,95.68,101.88,98.65,13.99,104.54,121.68,226.26,226.69,223.41,223.65,11.00,"6:3","19:6","12:43","0:0","0:0","0:0","0:0","0:0","0:7","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-07-23 23:51:06,20197.10,19150.80,20497.40,17471.10,20880.30,19901.10,19854.70,19264.60,20359.50,19947.70,16794.00,17158.20,16252.70,16719.30,16086.00,16902.40,0.00,16059.50,17170.60,17365.60,39.28,37.89,40.64,39.04,40.16,33.83,32.77,32.85,27.65,34.38,6.55,6.13,7.76,6.10,78.98,98.26,87.75,22.18,179.61,178.96,348.03,359.23,353.92,354.37,20.46,"6:4","19:8","12:46","0:0","0:0","0:0","0:0","0:16","0:10","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-07-24 23:51:06,21444.30,20186.20,21629.80,17847.50,21381.50,20657.40,21264.20,21298.50,21219.00,20785.80,18158.00,18689.40,18223.50,18736.20,18098.20,18824.10,17449.00,18310.80,17459.00,17809.10,41.54,39.38,41.87,42.43,41.83,36.68,36.70,36.74,35.55,35.13,6.83,6.59,7.86,6.87,81.53,96.31,88.28,23.99,189.31,198.64,389.47,388.64,382.82,383.38,14.57,"6:5","18:58","12:39","0:0","0:0","0:0","0:0","0:13","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-07-25 23:51:07,10612.40,10204.00,10627.30,10083.40,10544.40,10000.60,10161.70,9971.10,10573.50,10396.20,9587.40,9972.20,9386.30,9726.70,9340.60,9850.20,9044.50,9296.10,10722.50,10927.00,20.85,20.76,20.57,20.19,20.98,19.58,19.10,19.21,18.35,21.64,3.46,3.34,3.64,3.31,87.61,93.76,90.54,12.45,93.22,107.97,201.03,201.62,198.70,198.88,12.89,"6:6","18:53","12:23","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-07-30 23:50:41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-20831.08,-21592.95,-22531.81,-22278.05,-22370.32,-20634.03,-20431.26,-20598.51,-19567.24,-20712.10,3.55,3.40,11.23,0.00,-81263.83,-86960.30,-94060.53,-13160.69,-88011.26,-101943.15,0.00,-213203.13,-207537.36,-170466.39,100.00,"0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-07-30 23:50:59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-20831.08,-21592.95,-22531.81,-22278.05,-22370.32,-20634.03,-20431.26,-20598.51,-19567.24,-20712.10,3.55,3.40,11.23,0.00,-81263.83,-86960.30,-94060.53,-13160.69,-88011.26,-101943.15,0.00,-213203.13,-207537.36,-170466.39,100.00,"0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-07-31 23:50:42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.78,4.61,12.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,"0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-07-31 23:51:03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.78,4.61,12.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,"0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-08-01 23:50:44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.93,2.79,12.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,"0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-08-01 23:51:07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.93,2.79,12.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,"0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-08-02 23:50:46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.80,2.68,12.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,170466.39,100.00,"0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-08-02 23:51:11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.80,2.68,12.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,170466.39,100.00,"0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
